bookID;authors;average_rating;isbn13;language_code;num_pages;ratings_count;text_reviews_count;publisher;YEAR_ENCODING;YEAR
1,0;-0,0008221596181449258;-0,03620748382913297;-0,0021849493583896663;0,00458952877781716;-0,026134363614605763;-0,07681982878579524;-0,08128911857163655;-0,036582518198372396;0,021691843939626396;0,027482122132585246
-0,0008221596181449258;1,0;0,021077807195588702;-0,02734628134220918;-0,0021773437554179465;0,004255770648239387;0,0014984867105599705;-0,007089734183044708;0,036968315835151276;-0,011512993896478411;-0,0043830316988196
-0,03620748382913297;0,021077807195588702;1,0;-0,0019645411159358644;0,029916465525193472;0,1504766130750072;0,03822359181100928;0,03366293310440775;0,027334388516725972;-0,020710627140977895;-0,03173808482401834
-0,0021849493583896663;-0,02734628134220918;-0,0019645411159358644;1,0;0,012034902823292969;-0,009817673075387482;0,005494132533954901;0,008152053054779678;0,013325721298313461;0,0014397723673042716;-0,0003451453476353272
0,00458952877781716;-0,0021773437554179465;0,029916465525193472;0,012034902823292969;1,0;0,013448048972798787;-0,015907558198112366;-0,024447111779060282;0,019697523222996408;0,045822724137681584;0,028041016508144914
-0,026134363614605763;0,004255770648239387;0,1504766130750072;-0,009817673075387482;0,013448048972798787;1,0;0,03433723465448218;0,036976513083190145;0,012228902446766794;-0,009727333484856677;-0,019503333708326246
-0,07681982878579524;0,0014984867105599705;0,03822359181100928;0,005494132533954901;-0,015907558198112366;0,03433723465448218;1,0;0,8659774394536742;-0,0038376709083391236;0,04733466662112775;0,044563843901972676
-0,08128911857163655;-0,007089734183044708;0,03366293310440775;0,008152053054779678;-0,024447111779060282;0,036976513083190145;0,8659774394536742;1,0;-0,005851683584419665;0,0677668090404338;0,06690996449438945
-0,036582518198372396;0,036968315835151276;0,027334388516725972;0,013325721298313461;0,019697523222996408;0,012228902446766794;-0,0038376709083391236;-0,005851683584419665;1,0;-0,01892277229042612;-0,015320233573490086
0,021691843939626396;-0,011512993896478411;-0,020710627140977895;0,0014397723673042716;0,045822724137681584;-0,009727333484856677;0,04733466662112775;0,0677668090404338;-0,01892277229042612;1,0;0,8725693782697029
0,027482122132585246;-0,0043830316988196;-0,03173808482401834;-0,0003451453476353272;0,028041016508144914;-0,019503333708326246;0,044563843901972676;0,06690996449438945;-0,015320233573490086;0,8725693782697029;1,0
